"";"created_at";"screen_name";"text";"is_retweet"
"1";2019-01-15 22:11:00;"dlapolski";"QuizoDZIK czyli 4 dzikie absurdy #ASF #dziki #komentarz #polityka #quiz https://t.co/nZcms2cCik https://t.co/2rzhkXt6ft";FALSE
"2";2019-01-15 21:55:09;"dlapolski";"Niemcy zgodnie ze swojπ tradycjπ dokonali ostatecznego rozwiπzania kwestii dzikÛw #ASF #dziki #Niemcy https://t.co/G8oogWsZuC https://t.co/4AXjapN17g";FALSE
"3";2019-01-15 21:31:10;"lukasz_kurka";"Brak oznaczeÒ obszaru polowania, patroszenie dzikÛw w terenie,  pozostawianie wnÍtrznoúci na úniegu, a nawet ñ wed≥ug jednej relacji ñ  groøenie broniπ. Oto weekendowe polowania z powodu #ASF. https://t.co/q95zjrMZkm @MinSrodowiska @MRiRW_GOV_PL";FALSE
"4";2019-01-15 18:26:23;"TvpBia";"Proekologiczni aktywiúci w naszym regionie zablokowali w weekend kilka zbiorowych polowaÒ w Podlaskiem. EkologÛw, myúliwych i rolnikÛw w zwiπzku z ASF zaczynajπ ponosiÊ nerwy.

https://t.co/FavguGhJnm

#ASF #podlaskie https://t.co/1rN3LutOyY";FALSE
"5";2019-01-15 18:04:51;"wSensie";".@N_Kaczmarczyk: Wszyscy mÛwiπ o dzikach, a zapominajπ o mordowanych dzieciach. Co to za znieczulica? https://t.co/ic10NfsHrS #ASF #dziki #odstrza≥ #myúliwi https://t.co/ZpIqi7WVQo";FALSE
"6";2019-01-15 15:08:01;"wSensie";"Miliardy dla rolnikÛw na walkÍ z ASF https://t.co/WzAIBFCr9m @EwaZajaczkowska #rolnicy #ASF #ustawa #rekompensata #bioasekuracja #ogrodzenia #dziki https://t.co/TfvphEinnB";FALSE
"7";2019-01-15 07:44:34;"AgropolskaPL";"Premierzy rozmawiali o handlu wieprzowinπ. Teraz czas na ministrÛw 
https://t.co/3TF0af9PxR #wieprzowina #Litwa #ASF #úwinie #rolnictwo https://t.co/QFf4BLyLAe";FALSE
"8";2019-01-15 11:37:52;"EwaZajaczkowska";"Nowelizacja ustawy o ochronie zdrowia zwierzπt i zwalczaniu chorÛb zakaünych zak≥ada wsparcie na poziomie kilku miliardÛw z≥ dla rolnikÛw. Uwaøam,øe koszty w podatkach powinni ponieúÊ ci,ktÛrzy broniπ dzikÛw przed odstrza≥em. #asf https://t.co/hBvAm9E3sV";FALSE
"9";2019-01-15 11:30:12;"patrick22s";"To ma sens- #ASF na wiÍkszym obszarze to i polowania bÍdπ na wiÍkszym obszarze- czyli wiÍcej kasy do wyrwania za upolowane dziki https://t.co/Mf9nMSAUpI";FALSE
"10";2019-01-15 11:23:08;"MZmihorski";"Trudno uwierzyÊ, ale oni naprawdÍ organizujπ imprezÍ z psami-dzikarzami w czerwonej strefie #ASF... 
Moøe rolnicy w koÒcu siÍ zorientujπ, øe to nie dziki sπ winne?
cc @AgropolskaPL @StrefaAGRO @topagrar_PL https://t.co/0AHn2ipYD5";FALSE
"11";2019-01-15 11:04:36;"jackostrzelecki";"W Chinach jest 100 ognisk #ASF #<U+975E><U+6D32><U+732A><U+761F> w 24 prowincjach oraz regionach autonomicznych. Zabito 916 tys. úwiÒ, a roczny uboj to ok 720 mln";FALSE
"12";2019-01-15 07:56:07;"marek_marorg";"Moøe tak zaczniemy zmniejszaÊ liczebnoúÊ #dzik a, kaødy aktywista mÛg≥by zabieraÊ do domu po stwierdzeniu øe  <U+0001F417> nie ma ##asf @Zieloni wchodzicie w to? <U+0001F914> https://t.co/1msXbeB9uT";FALSE
"13";2019-01-10 09:21:35;"JurekAdamczyk";"W #UE jest wielka nadprodukcja trzody chlewnej,a u Nas poøyteczni idioci stajπ w obronie nie dzikÛw,a #ASF.
Zachodzi pytanie,kto za nimi...stoi?";FALSE
"14";2019-01-10 09:13:03;"chlopzmazur78";"@Se_szol Wojtku dla wielu rolnikÛw to jest sprawa byÊ albo nie byÊ. #asf ma wp≥yw na populacjÍ trzody chlewnej niestety i ca≥π branøÍ a to jest mega piniondz. Wielu øyczy sobie aby ta branøa pad≥a u nas tak jak futerkowcy.";FALSE
"15";2019-01-10 09:07:53;"portalspozywczy";"GLW: Uznano za konieczne podjÍcie zdecydowanych dzia≥aÒ w zakresie ograniczania liczebnoúci dzikÛw. #ASF
https://t.co/wCvUVAE0O3";FALSE
"16";2019-01-10 09:06:49;"pajkonski";"Polscy naukowcy, a zw≥aszcza ekolodzy, to bezstronni specjaliúci. Wystarczy ich przekonaÊ, øe odstrza≥ wszystkich dzikÛw w Polsce jest niezbÍdny do zachowania rÛwnowagi ekologicznej okolic zamku w Puszczy Noteckiej. Sami chwycπ za strzelby.  #ASF #dziki 

https://t.co/ZZj0IVUQPX";FALSE
"17";2019-01-10 09:02:35;"RomualdMyga";"@nowePSL Przew @KosiniakKamysz  chcesz by zapamiÍtano ciÍ øe chcesz zniszczyÊ polskie rolnictwo polskπ hodowlÍ polskie przetwÛrstwo rolno-spoøywcze popieraj dalej bandyckich pos≥Ûw @Platforma_org w UE #dzik #ASF Niemcy odstrzelili dzikÛw i nic #mine≥a8 https://t.co/gVmOjuApRh";FALSE
"18";2019-01-10 08:40:38;"RomualdMyga";"Durny facecie jak chcesz broniÊ To za≥Ûø sobie farmÍ dla dzikÛw lub dogadaj siÍ z Niemcami niech oni te dziki przejmπ i strzelajπ sobie do woli bo 800000 swoich odstrzelili. Ten redaktor chyba jest agentem niemieckim #dzik #ASF #mine≥a8 @RGwiazdowski https://t.co/T592qXqtat";FALSE
"19";2019-01-10 09:02:33;"HornedDuckie";"Tak by≥o, nie k≥amiÍ.

#ASF #dzik #dziki https://t.co/vDkQsXmAgb";FALSE
"20";2019-01-10 08:51:09;"arth_now";"@apeef @MariuszGierej @macdac Polski rzπd zwo≥a RadÍ BezpieczeÒstwa ONZ, gdzie  Duda przedstawi wniosek o odstrza≥ wszystkich dzikÛw/macior, úwiÒ i úwiniopodobnych stworzeÒ na Ziemi, bo zagraøa #ASF .";FALSE
"21";2019-01-10 08:44:46;"AndrzejN01";"#dzik #ASF #WWF Ciekawe za ile zaczÍliby POpieraÊ odstrza≥, nie przypominam sobie ich oburzenia jak niemcy odstrzelili 850tyú. dzikÛw a potem zjedli naszego øubra....
 https://t.co/wZEdi2ljum";FALSE
"22";2019-01-10 08:39:41;"FundacjaIRME";"G≥os zza miedzy, czyli petycja poparcia dla radykalnego ograniczenia populacji dzikÛw na terenie Polski - https://t.co/TqcL9Oymy8 #ekologia #úrodowisko #natura #przyroda #zwierzÍta #dzik #odstrzal #eksterminacja #wirus #ASF #rolnictwo #Polska";FALSE
"23";2019-01-10 08:22:34;"PanCiekawski";"W PL nie wdroøono øadnej akcji wyszukiwania pad≥ych dzikÛw. Padlina dzicza moøe byÊ rezerwuarem choroby nawet przez kilka miesiÍcy. W krajach ba≥tyckich wyp≥acane by≥y nagrody za znajdowanie padliny. Tymczasem u nas o to siÍ nie dba. #ASF #DZIK #dziki https://t.co/gH5z5UTUbB";FALSE
"24";2019-01-10 08:19:28;"PanCiekawski";"Niewygodne fakty o dzikach i afrykaÒskim pomorze úwiÒ. | #DZIK #ASF #AfrykaÒskiPomÛråwiÒ #TrzodaChlewna #rolnictwo #odstrza≥ #úrodowisko #zdrowie 
https://t.co/gH5z5UTUbB https://t.co/gH5z5UTUbB";FALSE
"25";2019-01-10 08:10:24;"PanCiekawski";"Zaczyna siÍ najwiÍksze w historii polowanie na #dzik.i. Cel: wybiÊ 90 proc., by zapobiec roznoszeniu siÍ #ASF. Jednak ta rzeü nie zapobiegnie chorobie, a skutki bÍdπ fatalne dla przyrody i ludzi. | #RzeüDzikÛw #przyroda #Ministerstwoårodowiska  https://t.co/RH2zawRKNH";FALSE
"26";2019-01-10 08:20:48;"MazurArtur";"<U+0001F417> Jakie to zaskakujπce dla @MorawieckiM @MinSrodowiska i @MRiRW_GOV_PL øe opinie naukowcÛw i urzÍdnikÛw @EFSA_EU sπ dalekie od totalnej eksterminacji gatunku na obszarze objÍtym #ASF <U+0001F417> #Dziki #DzikiOdstrza≥ https://t.co/rakh1yvX70";FALSE
"27";2019-01-10 08:17:06;"realBigBossPL";"@lisieckipawel @adamszykula Dziú rano w radiu s≥ysza≥em, øe #niemcy planujπ maksymalnie moøliwy odstrza≥ dzikÛw. Ma≥o? Odstrza≥ ma mieÊ  charakter profilaktyczny tj. na wypadek gdyby #ASF pojawi≥o siÍ w #rfn Kto podjπ≥ decyzje? Cyt. ""Wysoki urzπd centralny"" Brawo #tvn #tvn24 #poko #wieszwiÍcej #MinÍ≥a20";FALSE
"28";2019-01-10 07:58:52;"KJGradowski";"Holokaust dzikÛw. Myúla≥em, øe nic mnie nie zdziwi,ale da≥em siÍ zaskoczyÊ ekologom. Poziom dyskusji level hard

#dziki #ASF";FALSE
"29";2019-01-10 07:41:05;"TOPTVPINFO";"Jak t≥umaczy szef resortu @MinSrodowiska, wbrew temu co mog≥oby siÍ wydawaÊ, polowania paradoksalnie pomogπ chroniÊ dziki na terenach gdzie wirusa nie ma. Juø w ten weekend ruszajπ skoordynowane odstrza≥y

#tvpinfo #wieszwiÍcej #PZL #ASF #AGRObiznes https://t.co/icoKRMQl28";FALSE
"30";2019-01-10 07:40:09;"RomualdMyga";"W≥odzimierz Cimoszewicz powinien zostaÊ przewodniczπcym POKO lub @Platform_org  Dlaczego? Juø raz jako premier gdy jako antidotum na straty rolnikÛw w czasie powodzi krzycza≥ øe to ich wina bo siÍ nie ubezpieczyli @nowePSL #dzik #ASF @PolsatNewsPL https://t.co/2jtDvpscAG";FALSE
"31";2019-01-10 07:34:29;"marek_marorg";"Gdyby u mnie w gospodarstwie przedwczoraj stwierdzono #asf nikt by nie zapyta≥ czy te prosiÍta juø siÍ urodzi≥y, do utylizacji posz≥o by wszystko. Jeøeli chcemy jeúÊ <U+0001F1F5><U+0001F1F1> miÍso, wÍdliny nie dajmy siÍ zwariowaÊ przez #dzik i https://t.co/mh1fY4CMaF";FALSE
"32";2019-01-10 07:33:44;"RadiowaTrojka";".@jkardanowski o odstrzale dzikÛw: postaram siÍ przedstawiÊ prezydentowi @AndrzejDuda te argumenty, o ktÛrych mÛwiÍ publicznie, czyli to, øe zwalczenie #ASF wymaga zmniejszenia iloúci dzikÛw na konkretnym obszarze Polski";FALSE
"33";2019-01-10 07:18:39;"RadiowaTrojka";".@jkardanowski o odstrzale dzikÛw: podstawπ do depopulacji dzikÛw na niewielkim obszarze Polski jest zwalczenie #ASF";FALSE
