"";"created_at";"screen_name";"text";"is_retweet"
"1";2020-10-31 21:33:55;"RedziNaTropie";"@ebrzezinski1 @TelukTomasz @kuleta_radek @Lewica £ukaszenka ich wkopa³, gdy powiedzia³, ¿e on zna PRAWDZIWE powody #StrajkKobiet i #ProtestRolnikow 

Otó¿ jego zdaniem wybory które by³y w lipcu A.Duda sfa³szowa³ i st¹d te protesty ale nie wyjaœni³ dlaczego mieliby opóŸniony zap³on i w lipcu nie protestowali tylko teraz <U+0001F92A>";FALSE
"2";2020-10-31 21:13:47;"Kubalessini";"Trzeba obserwowaæ,co siê bedzie pojawia³o w sejmie @KONFEDERACJA_ @nowePSL liczê na alarm w przypadku wprowadzania nowej ustawy #ProtestRolnikow #PiatkaPrzeciwRolnikom @RobertWinnicki @kaliber308win @CieslakDariusz @EwaZajaczkowska @ArturDziambor @urbaniak_michal @KosiniakKamysz https://t.co/yA4kIUgA2w";FALSE
"3";2020-10-31 15:41:27;"_kroliczek";"Mamy to kochani! 
#ProtestRolnikow #PiatkaPrzeciwRolnikom 
#PiatkaDlaZwierzat https://t.co/kxceTAs7e8";FALSE
"4";2020-10-27 16:52:19;"_kroliczek";"<U+2757><U+2757> <U+2757>
Mam nadziejê, ¿e to prawda<U+2764>

#ProtestRolników
#PiatkaDlaZwierzat #PiatkaPrzeciwRolnikom https://t.co/cGAGR6JsOW";FALSE
"5";2020-10-31 14:25:51;"krzysztofbosak";"Jest sukces osi¹gniêty dziêki #ProtestRolników! Wczoraj na antenie @RadioPoznanSA wiceminister rolnictwa @BartosikRyszard powiedzia³ ¿e Sejm nie bêdzie dalej pracowa³ nad ustaw¹ #Pi¹tkaPrzeciwRolnikom. Projekt PIS idzie do kosza. Przestraszyli siê skali oporu i skali odszkodowañ!";FALSE
"6";2020-10-27 17:38:49;"KONFEDERACJA_";".@RobertWinnicki: Sukces! Procedowanie ustawy wstrzymane, jak siê nieoficjalnie mówi, na trwa³e. 

Gratulujê wszystkim, którzy razem z nami walczyli o polskie rolnictwo!

#ProtestRolników
#Konfederacja https://t.co/EF6dZsPErc";FALSE
"7";2020-10-31 12:48:06;"KONFEDERACJA_";"A wystarczy³o pos³uchaæ #Konfederacja i odrzuciæ projekt w pierwszym czytaniu <U+0001F937><U+0001F3FB><U+200D>><U+FE0F>

#PiatkaDlaZwierzat #piatkaprzeciwrolnikom #protestrolników https://t.co/7m0mOFMb2t";FALSE
"8";2020-10-31 12:09:45;"idzpodpradpl";"@tvn24 @SprawdzamTVN24 Rolnicy, szko³a, aborcja - #Kaczyñski celowo wprowadza chaos! @pisorgpl
#Trybuna³Konstytucyjny #BabiesLivesMatter #wypierdalaæ #StrajkKobiet #protestkobiet #ProtestRolnikow #koronawirus pastor @PawelChojecki#IPPTV CA£OŒÆ: https://t.co/d2TSE9bNrK";FALSE
"9";2020-10-26 21:25:18;"idzpodpradpl";"@A_Gajcy Czy w 1920 #Kaczyñski te¿ wyskoczy³by z #5DlaZwierz¹t i aborcj¹? #ProtestRolników #BabiesLivesMatter #wypierdalaæ #StrajkKobiet pastor @PawelChojecki#IPPTV CA£OŒÆ: https://t.co/T0YdaildPb

https://t.co/KkIEVaqhYk";FALSE
"10";2020-10-26 21:24:44;"idzpodpradpl";"@michalprotaziuk Rolnicy, szko³a, aborcja - #Kaczyñski celowo wprowadza chaos! @pisorgpl
#Trybuna³Konstytucyjny #BabiesLivesMatter #wypierdalaæ #StrajkKobiet #protestkobiet #ProtestRolnikow #koronawirus pastor @PawelChojecki#IPPTV CA£OŒÆ: https://t.co/d2TSE9bNrK

https://t.co/KR9U4uq1mj";FALSE
"11";2020-10-26 21:30:28;"idzpodpradpl";"@PawelWronskigw Czy w 1920 #Kaczyñski te¿ wyskoczy³by z #5DlaZwierz¹t i aborcj¹? #ProtestRolników #BabiesLivesMatter #wypierdalaæ #StrajkKobiet pastor @PawelChojecki#IPPTV CA£OŒÆ: https://t.co/T0YdaildPb

https://t.co/KkIEVaqhYk";FALSE
"12";2020-10-26 21:30:01;"idzpodpradpl";"@PawelWronskigw Czy w 1920 #Kaczyñski te¿ wyskoczy³by z #5DlaZwierz¹t i aborcj¹? #ProtestRolników #BabiesLivesMatter #wypierdalaæ #StrajkKobiet pastor @PawelChojecki#IPPTV CA£OŒÆ: https://t.co/T0YdaildPb

https://t.co/KkIEVaqhYk";FALSE
"13";2020-10-26 21:17:25;"idzpodpradpl";"@PolsatNewsPL Czy w 1920 #Kaczyñski te¿ wyskoczy³by z #5DlaZwierz¹t i aborcj¹? #ProtestRolników #BabiesLivesMatter #wypierdalaæ #StrajkKobiet pastor @PawelChojecki#IPPTV CA£OŒÆ: https://t.co/T0YdaildPb

https://t.co/KkIEVaqhYk";FALSE
"14";2020-10-26 21:29:20;"idzpodpradpl";"@Radio_TOK_FM @DWielowieyska @martalempart Rolnicy, szko³a, aborcja - #Kaczyñski celowo wprowadza chaos! @pisorgpl
#Trybuna³Konstytucyjny #BabiesLivesMatter #wypierdalaæ #StrajkKobiet #protestkobiet #ProtestRolnikow #koronawirus pastor @PawelChojecki#IPPTV CA£OŒÆ: https://t.co/d2TSE9bNrK

https://t.co/KR9U4uq1mj";FALSE
"15";2020-10-26 21:19:27;"idzpodpradpl";"@DawidWildstein Czy w 1920 #Kaczyñski te¿ wyskoczy³by z #5DlaZwierz¹t i aborcj¹? #ProtestRolników #BabiesLivesMatter #wypierdalaæ #StrajkKobiet pastor @PawelChojecki#IPPTV CA£OŒÆ: https://t.co/T0YdaildPb

https://t.co/KkIEVaqhYk";FALSE
"16";2020-10-26 21:18:49;"idzpodpradpl";"@KZiemiec @michalrachon Czy w 1920 #Kaczyñski te¿ wyskoczy³by z #5DlaZwierz¹t i aborcj¹? #ProtestRolników #BabiesLivesMatter #wypierdalaæ #StrajkKobiet pastor @PawelChojecki#IPPTV CA£OŒÆ: https://t.co/T0YdaildPb

https://t.co/KkIEVaqhYk";FALSE
"17";2020-10-26 21:27:14;"idzpodpradpl";"@DoRzeczy_pl @PiotrSemka @DWielowieyska @MaciejBk1 @RadioZET_NEWS Czy w 1920 #Kaczyñski te¿ wyskoczy³by z #5DlaZwierz¹t i aborcj¹? #ProtestRolników #BabiesLivesMatter #wypierdalaæ #StrajkKobiet pastor @PawelChojecki#IPPTV CA£OŒÆ: https://t.co/T0YdaildPb

https://t.co/KkIEVaqhYk";FALSE
"18";2020-10-29 04:45:24;"idzpodpradpl";"@tvp_info Czy w 1920 #Kaczyñski te¿ wyskoczy³by z #5DlaZwierz¹t i aborcj¹? #ProtestRolników #BabiesLivesMatter #wypierdalaæ #StrajkKobiet pastor @PawelChojecki#IPPTV CA£OŒÆ: https://t.co/T0YdaildPb

https://t.co/KkIEVaqhYk";FALSE
"19";2020-10-26 21:13:22;"idzpodpradpl";"@tvn24 @faktypofaktach Czy w 1920 #Kaczyñski te¿ wyskoczy³by z #5DlaZwierz¹t i aborcj¹? #ProtestRolników #BabiesLivesMatter #wypierdalaæ #StrajkKobiet pastor @PawelChojecki#IPPTV CA£OŒÆ: https://t.co/T0YdaildPb

https://t.co/KkIEVaqhYk";FALSE
"20";2020-10-26 21:24:17;"idzpodpradpl";"@BurzynskaAga Czy w 1920 #Kaczyñski te¿ wyskoczy³by z #5DlaZwierz¹t i aborcj¹? #ProtestRolników #BabiesLivesMatter #wypierdalaæ #StrajkKobiet pastor @PawelChojecki#IPPTV CA£OŒÆ: https://t.co/T0YdaildPb

https://t.co/KkIEVaqhYk";FALSE
