"","created_at","screen_name","text","is_retweet"
"1",2020-11-01 10:06:43,"Jablon2_36","Jest sukces osi¹gniêty dziêki #ProtestRolników! Wczoraj na antenie @RadioPoznanSA wiceminister rolnictwa @BartosikRyszard powiedzia³ ¿e Sejm nie bêdzie dalej pracowa³ nad ustaw¹ #Pi¹tkaPrzeciwRolnikom. Projekt PIS idzie do kosza. Przestraszyli siê skali oporu i skali odszkodowañ!",TRUE
"2",2020-11-01 09:19:59,"SebastianHott","Jest sukces osi¹gniêty dziêki #ProtestRolników! Wczoraj na antenie @RadioPoznanSA wiceminister rolnictwa @BartosikRyszard powiedzia³ ¿e Sejm nie bêdzie dalej pracowa³ nad ustaw¹ #Pi¹tkaPrzeciwRolnikom. Projekt PIS idzie do kosza. Przestraszyli siê skali oporu i skali odszkodowañ!",TRUE
"3",2020-11-01 08:58:06,"EmiSi21","Jest sukces osi¹gniêty dziêki #ProtestRolników! Wczoraj na antenie @RadioPoznanSA wiceminister rolnictwa @BartosikRyszard powiedzia³ ¿e Sejm nie bêdzie dalej pracowa³ nad ustaw¹ #Pi¹tkaPrzeciwRolnikom. Projekt PIS idzie do kosza. Przestraszyli siê skali oporu i skali odszkodowañ!",TRUE
"4",2020-11-01 08:44:40,"Olejniczak1622","Jest sukces osi¹gniêty dziêki #ProtestRolników! Wczoraj na antenie @RadioPoznanSA wiceminister rolnictwa @BartosikRyszard powiedzia³ ¿e Sejm nie bêdzie dalej pracowa³ nad ustaw¹ #Pi¹tkaPrzeciwRolnikom. Projekt PIS idzie do kosza. Przestraszyli siê skali oporu i skali odszkodowañ!",TRUE
"5",2020-11-01 08:04:11,"Krzyszt43526678","Jest sukces osi¹gniêty dziêki #ProtestRolników! Wczoraj na antenie @RadioPoznanSA wiceminister rolnictwa @BartosikRyszard powiedzia³ ¿e Sejm nie bêdzie dalej pracowa³ nad ustaw¹ #Pi¹tkaPrzeciwRolnikom. Projekt PIS idzie do kosza. Przestraszyli siê skali oporu i skali odszkodowañ!",TRUE
"6",2020-11-01 07:55:41,"bogusiabu1","Jest sukces osi¹gniêty dziêki #ProtestRolników! Wczoraj na antenie @RadioPoznanSA wiceminister rolnictwa @BartosikRyszard powiedzia³ ¿e Sejm nie bêdzie dalej pracowa³ nad ustaw¹ #Pi¹tkaPrzeciwRolnikom. Projekt PIS idzie do kosza. Przestraszyli siê skali oporu i skali odszkodowañ!",TRUE
"7",2020-11-01 07:25:48,"pan_rudego_kota","Jest sukces osi¹gniêty dziêki #ProtestRolników! Wczoraj na antenie @RadioPoznanSA wiceminister rolnictwa @BartosikRyszard powiedzia³ ¿e Sejm nie bêdzie dalej pracowa³ nad ustaw¹ #Pi¹tkaPrzeciwRolnikom. Projekt PIS idzie do kosza. Przestraszyli siê skali oporu i skali odszkodowañ!",TRUE
"8",2020-11-01 06:34:11,"bonlid2","Jest sukces osi¹gniêty dziêki #ProtestRolników! Wczoraj na antenie @RadioPoznanSA wiceminister rolnictwa @BartosikRyszard powiedzia³ ¿e Sejm nie bêdzie dalej pracowa³ nad ustaw¹ #Pi¹tkaPrzeciwRolnikom. Projekt PIS idzie do kosza. Przestraszyli siê skali oporu i skali odszkodowañ!",TRUE
"9",2020-11-01 06:27:37,"PiotrRSzymanski","A wystarczy³o pos³uchaæ #Konfederacja i odrzuciæ projekt w pierwszym czytaniu <U+0001F937><U+0001F3FB><U+200D>><U+FE0F>

#PiatkaDlaZwierzat #piatkaprzeciwrolnikom #protestrolników https://t.co/7m0mOFMb2t",TRUE
"10",2020-10-27 17:56:18,"PiotrRSzymanski",".@RobertWinnicki: Sukces! Procedowanie ustawy wstrzymane, jak siê nieoficjalnie mówi, na trwa³e. 

Gratulujê wszystkim, którzy razem z nami walczyli o polskie rolnictwo!

#ProtestRolników
#Konfederacja https://t.co/EF6dZsPErc",TRUE
